Username,Reviews
Sherly2904,"produk nya sangat cocok di kulit saya dan harga nya juga ekonomis dan membuat kulit glowing , cerah bagus banget pokonya . kenyal bgt ke kulit ga akan bikin kulit kering bagus bgt , cocok bgt untuk kulit sensitif pun ga akan bermasalah bgt ...."
yk_anita,"Ini sebenernya bagus banget ngelembabin dan gak bikin jerawatan di kulit muka tapi jangka panjang ngebuat pori pori ku gede dan ini kayanya karena kandungan alkoholnya yang banyak. Sayang banget padahal ini bikin adem loh, semoga nanti improve formula"
jihantioa,"Natural Republic Aloe Vera adalah produk yang sangat bagus untuk melembabkan dan menenangkan kulit. Dengan kandungan aloe vera yang tinggi dan tekstur yang ringan, produk ini cocok untuk berbagai jenis kulit. Harganya juga masih affordable."
ajipermadi,Nature Republic Aloe Vera Gel 92% efektif melembabkan kulit dan menenangkan iritasi. Tekstur ringan dan tidak berminyak. Cocok untuk kulit sensitif dan berjerawat. Mengandung 92% aloe vera asli untuk merawat kulit secara alami. good.
FebrindaN_724,Baaagussss bgttttttt gakuattttttt loveeeeittttttttttttttttt aku suka bgtttt gakuatt cinta bgt sama produk ini apalagi banyak diskon gituuuu siapa yang gasuka coba yaaaaaaaaaaaaaaaaaaa mauu dpt produkk freebesss titikjjjjjjjjjjjj
ririnnurii,"Nature Public Aloe Vera 1 memberikan sensasi segar dan lembap alami, cocok untuk menenangkan kulit yang kering atau teriritasi. Nature Public Aloe Vera 1 memberikan kelembapan intens dengan kandungan lidah buaya alami yang menyegarkan. Teksturnya ringan dan cepat meresap, cocok digunakan untuk semua jenis kulit, terutama saat kulit terasa kering atau terbakar matahari."
dcc_,"Produknya enak digunakan, mudah diaplikasikan, bisa digunakan untuk kulit apa saja, mudah menyerap, melembapkan jugaaa, cocok disegala kulit, dingin saat diaplikasikan, harga juga sangat amat terjangkau dan habisanya lama bisa berbulan bulan"
nmaul789,"Melembabkan kulit, membuat kulit semakin halus dan mencerahkan wajah.Melembabkan kulit, membuat kulit semakin halus dan mencerahkan wajah.Melembabkan kulit, membuat kulit semakin halus dan mencerahkan wajah. Recomended......."
hasyadea,Awal awal pemakaian biasa aja tapi setelah beberapa bulan pkai hasil nya dikulit aku sangat nyaman dan membuat kulit aku lembab banget pokonya mantapppppppp jangan lupa beli ya guysssss soalnya produk nya juga bagus bangettttttttttttt
nailasabill,"Harga murah, produk nyamannnnnnn, rekomendasi untukk dailyyyyyyy Harga murah, produk nyamannnnnnn, rekomendasi untukk dailyyyyyyyHarga murah, produk nyamannnnnnn, rekomendasi untukk dailyyyyyyyHarga murah, produk nyamannnnnnn, rekomendasi untukk dailyyyyyyy"
Stella11,"Great moisturizer. Kulit aku sempat kering, bagian lipatan kayak siku dan lutut. Pernah megar,tapi pake ini ngebantu sih. Mana adem banget jugaWangi. Warnanya transparan, da cepat meluruh, nyatu sama kulit. Beli yg gede langsung bisa kupake lama"
windy2010,"Bikin kulit seger ringan dan fres, terus untuk kulit yang kering cocok banget,kulit kemerahan mereda dan juga aman buat bumil juga, banyak juga temen temen aku yang pake karna , alovera juga aman , pake buat maskerjuga bisa , campuran juga bisa"
tieuti,Aku pake ini uda banyak banget manfaatnya yaa jd glowing ngilangin stretchmark pokonya produknya bagus keren bisa dipake daily aman buat semua kerasanya dingin tapi enak jd glowing keliatan lebih bersih jadi cakep pokonya harus dicoba wajib banget beli
Sanrapus,"Dari jaman sma aku natrep terusss.... udh cocok bgt sama aloe veranya ,,, kmrn beli pas flash sale jd murah bgt.. smeoga nnti ak dpwt lgi flash buat stok guyssssss ,, fd emng sebagus itu semurah itu jadi mending kalian cepetan beli disini aja guysssss"
anandirawitri,"yaampun the OG, baru liat ternyata belum pernah ke review dulu beli ini dari jastip sekitar tahun 2016 wow 9 tahun lalu, sampe storenya buka di Bandung dan sekarang udah tutup lagið­ tapi jujur aloe vera gel saat itu adalah solusi segalanya, kangen deh bisa beli dimana ya sekarang.."
Nadyakamila_d,"Bagus banget buat ngelembapin kulit, apa lagi buat kulit yang kemerahan bener bener ngebantu banget. Apa lagi kalo di pake sebelum make up bener bener bikin nempel banget, buat yang kulit kering bener bener bagus loh. Udah 2 kali pake ini, isinya juga banyak banget jadi awet"
Sintyanzsktj12,"Dulu saya sering banget pake nature republic hingga berjar-jar, sensasinya dingin dan enak banget dipakai. Dan. Dia engga cuman jadi pelembab saja tapi, bisa untuk meredakan dan menghilangkan luka jugaa... Secinta itu sama produk inii ð"
retno_mst,"Awal aku pake sekitar taun 2018. Awalnya cuma buat abis mandi, tapi karena ngefek banget bikin lembab akhirnya aku pake buat pelembab dan bikin stay makeup ternyataa woyyy. Akhirnya tiap abis mandi, mau keluar, mau tidur aku pake terus deh"
Tamira_Iqlima,"Enak dipakai, saat diaplikasikan ada kesan dingin, teksturnya gel namun saat diaplikasikan ke wajah mencair dan menyerap dengan cepat. Wanginya juga enak, refreshing dan wangi natural. Sangat ampuh melembabkan dan mencerahkan kulit wajah"
divabilqiis,"sooting gel yang sangat mudah diaplikasikan, dingin enak, cocok dipakai di kulit bagian manapun pastinya! mudah menyerapp dan sangat aproved untuk kulit sensitif, selain itu harganya juga terjangkau isinya banyak dan pastinya awet bangettt"
rhmwtSri25_,"Enak dipakai nya dingin di wajah,, membuat lembab wajah,, mencerahkan,, harga terjangkau,, tidak menyesal deh memakai produk satu ini,, bener bener tidak mengecewakan dan kebetulan juga cocok diwajah saya, super wow pokonya produk ini"
lenirtnsr,"Alhamdulillah semenjak pake ini wajah udah ga kering lagi, emang sebagus ini produk nya, cocok di aku yang sering kerja panas panasan di jalan, produk nya emang semantull dan sebagus ini dan harga nya pun sangat terjangkau sekali guysssss âºï¸"
raniisw,"Menurut aku setelah pemakaian produk ini yang aku rasain muka aju jadi lembab dan gak pernah kering lagi,jadi menurut ku bagus bangettttt produknya rekomen buat muka yang keringgggg nilai nya 100000000000000/100 sukaaaaa heheheð¤©ð¤©ð¤©ð¤©"
Chika2810,"Awal beli karena mama dapet saran dari temen nya, terus penasaran nyoba buat muka ternyata sebikin lembab itu. Sampe sekarang masih pakai dan ga buat muka aja tapi daerah-daerah badan yang suka kering. Rekomendasi banget buat yang kulit badan nya keringð"
irwina28,"Tekstunya gak terlalu cair & kental tapi bikin adem di wajah ..Wajah jadi lebih segar setelah pemakaian,..Pemakaian sebelum tidur , setelah lelah dengan aktivitas sehari-hari jadi lebih segar & nyaman ketika bangun tidur .Recommended"
lakhatam,"Everyone knows this product so much, who make your skin so moisture and so glow if you use before makeup. You can use this product as a complexion for makeup and for your routine skin care. Nature republik aloe vera can apply for your body like hair to toe ðð¯"
anden1979,"Pake guardian aloe Vera ini bikin muka ku yg jerawatan jadi berkurang bahkan berangsur-angsur sembuh. Kulit jd lembut, dan lembab. Pake nya dipijat2 di muka.. Bahkan bisa di badan jg yg gatel2 digigit nyamuk atw serangga biar ga berbekas. Disimpan d kulkas sblm pemakaian bikin kulit jd juga dingin. Adem. Muka bruntusan kemerahan langsung hempas deh. Keep stok terus guardian nya.. Utk kulit lebih sehat dan bersih. Cus"
sarahnia_,"lumayan ngelembapin bgt di kulit aku yg normal to dry plus ada efek glowing jg sih , beli pas flashsale event di bandung dg harga yg lumayan banget mana dapetnya segentong dan kurleb baru habis 9 bulan, ini juga cocok buat adik aku yg mukanya kemerahanbestt bangett"
putrisabrinaputri,"Enak banget digunakan dimuka, jadi lembab ga kering dan jadi kurang juga berminyaknyaa, dan suka dipake juga kalau misalnya ada luka karena enak dingin adem ga sakit perih tentunya cepet sembuhnyaa pokonya thebest"
Fieyah,"Nature Republic Aloe Vera Soothing Gel ini salah satu skincare favorit aku karena multifungsi banget! Teksturnya ringan, cepat meresap, dan nggak bikin lengket sama sekali di kulit. Biasanya aku pakai setelah cuci muka atau habis kena matahari, dan langsung kerasa adem dan calming banget. Wanginya juga soft, nggak menyengat. Selain buat wajah, aku juga kadang pakai di tangan atau kaki yang kering, bahkan pernah coba di rambut biar nggak kering. Intinya, satu produk ini bisa dipakai dari ujung kepala sampai kaki, praktis banget dan harganya juga terjangkau!"
Salss1800,Salah satu produk yang muka aku lebih moist dan glowing. Selain itu produk ini multifungsi banget bisa jadi moisturizer dan primer sebelum makeup juga bisa dipake di seluruh badan. Sukaa banget deh buat yang mukanya lagi kemerahan juga ini membantu nenangin muka kemerahan jugaa
Firnanda17,"Salah satu produk yg sempet viral dan jadi holy grail pada masanya.Teksturnya enak,cepat menyerap,sangat calming terutama untuk yg sering kena matahari.Minus nya cuma satu,untuk yg kulit sensitif harus hati hati sama alkoholnya"
_Ajengf12,"Nature republik adalah aloevera terbaik si menurutku ðbener"" melembabkan kulit aku yang lagi kering, adem banget dikulit waktu diaplikasikan tuh.. apalagi ditaro dikulkas behhh gaada obat sejuknyaa, teksturenya ringan kebangetanð¥°"
lulkahatam,"Product Aloe Vera Shooting Gel sangat membantu melembabkan kulit aku yang kering, kulit seketika kenyal dan lembut. Teksturnya yg halus dan dingin ketika diaplikasikan, sehingga menyegarkan apalagi ketika cuaca panas, seketika muka menjadi segar ð¥°"
Sifaasilviani,"Bagus banget jadi lembutke kulit, biasanya suka di pake sebelum tidur dan pas bangun tidur, muka jadi cerah dan kenyal. Teksturnya gel terus dingin juga, isinya juga banyak wangi Aloe Vera beneran aku rekomendasiin banget buat kulit yang berminyak"
echanabilah23,"Aku pakai produk ini buat pelembap sekaligus hairmask. Teksturnya ringan, cepat meresap, dan adem banget di kulit. Dipakai di wajah atau badan, kulit langsung lembap dan segar. Buat rambut juga oke, jadi lebih lembut, gampang diatur, dan nggak bikin lepek. Wanginya juga enak, nggak menyengat. Pokoknya cocok buat yang suka produk simpel tapi multifungsi. Aman buat semua jenis kulit, jadi wajib banget punya ini di rumah!"
rafa_bb,"untuk produk ini beneran oke buat melembabkan apalagi keliatan fresh nya itu pas kita bangun tidur kerasa kenyal dan lembut aja muka kita, aku rate 9/10 cocok untuk pelembab di muka dan kemerahan juga di aku jadi mengurang karena pakai ini, oke bangett."
popyindri,"Kalau kata orang ini bisa dijadiin moisturizer, kalo dikulitku ga cocok sih, trs waktu itu aku masih oakai krim dokter, pake ini gatel bgt, nah kalo kalian masih pake krim dokter better jgn deh, tp ini worth to try karena bikin adem kulit bgt teksturnya gel bening ð jadi aku pakai diarea lain juga hehe"
ilmaaaal,"Bisa dibilang ini tuh moisturizer legendâsempet viral banget pada masanya, dan yes, akhirnya aku cobain juga. Isinya banyak, literally nggak abis-abis, jadi lumayan awet.Fungsinya lebih ke melembapkan aja, nggak yang ngasih efek signifikan lainnya di kulitku. Tapi sebagai basic moisturizer, dia works well, apalagi buat dipakai sebagai skinprep sebelum makeup â teksturnya ringan dan bikin base makeup lebih nempel.Kalau kamu cari pelembap yang simple, aman, dan pengen awet, ini bisa jadi pilihan yang oke."
Sistaaa_277,"Very melembabkan moisturaizer yg 1 ini udah dari lama makenya cocok untuk type kulit dry skin luvv bgt,worth it dengan harga dan isi sebanyak ituu selalu jadi pilihan kalo bingung cari moisturaizer yg sekaligus isi banyak pasti check out ini lagi"
kerupuk2025,"I would say ini cuma calming aja sih, sesuai namanya soothing gel. Kalau lagi iritasi selalu pake soothing gel jadi bukan dipake setiap hari. Cuma menurutku wanginya sedikit menganggu, idk mungkin ini ga semua orang merasa ini. Overall, its a product that i always have"
thissqila,pake dari kelas 6 SD. tapi dari umur 15 mulai sadar kalo kulitku benerÂ² kering & kurang terhidrasi kalau cuma pake natrep aja. aku pakenya di layer sama moisturizer. so far amanÂ² aja & bikin redness mereda. solusi kalo skin barrier lagi bermasalah. bonusnya bikin alis tebel & bulu mata tebel juga di aku.
elsyeindika07,"Awalnya gue kira ini cuma aloe vera biasa yang overhype doang, tapi ternyata... INI BENERAN ENAK DIPAKE!Teksturnya ringan, adem banget pas nyentuh kulit, apalagi kalo abis taro di kulkas duluâberasa spa gratis di rumah.Gue biasa pake buat moisturizer muka, kadang buat after sun, bahkan pernah buat rambut juga (dan surprisingly oke banget!).Nggak lengket, cepat meresap, dan yang paling penting: nggak bikin breakout. Buat lo yang kulitnya sensi, ini cocok banget buat dicoba.Packaging-nya juga jumbo, jadi awet walau dipake tiap hari.Pokoknya ini salah satu produk multifungsi yang wajib ada di meja rias lo. Worth it banget buat harga segitu."
Divafebriannisa,"inii kaya bener bener 911 kalo rambut, kulit butuh calming inii jadi saver buat mengembalikan kilau alami rambut, dan kalo di pake dibadan bikin cooling, dipake buat di wajah bikin refreshing bener bener one pack multifunction , wajib ada kaya ini"
sabrina12e,"Bagus bangey buat kulit aku yg banyak aktifitas di luar ruangan memberikan kesegaran pada kulit agar tidak terbakar matahari pokoknya enak banget sih pakai produk ini ,wajah saya yg tadinya kering menjadi lebih lembab pokoknya verry rekomended"
syahnaztacita,"udah coba banyak banget aloe gel product, natrep got my heart! enak banget buat shooting kulit kalo lagi kena sunburn atau lg kering bangett, works all the time!. sering aku pake buat sleeping mask juga, woke up with healthy looking hydrated skin!"
karinadewijf,Ini product best to buy banget sii soalnya dia itu multifungsi bisa untuk wajah dan badan. Aku pake ini kalau wajah aku lagi kemerahan biasanya sebelum haid muka jadi sering muncul breakout dan kusem nah ini product itu ngebantu buat ngecalming wajah aku yang lagi kemerahan
joannaaamt,"Pengalaman aku pakai ini sih untuk di kulit wajah aku kurang cocok, tapi untuk kulit di badan aku cocok banget jadi lebih lembab dan lembut banget. Trus ada efek nyerahin juga menurut aku, soalnya after aku pake agak cerahan juga."
miumimia,"Ini sih dedengkotnya aloe vera gel ya.. dari jaman skincare belum seheboh sekarang,nah alovera gel dari NatRep ini jadi salah satu skincare ampuh buat ngatasin permasalahan kulit kamu. Seperti jerawat,kulit kering,beruntusan,hempasss deh"
mtralya,BAGUUUUSSS BANGETT SANGAT MOSSTURazing parahh I love iytttt . trs lembabnya tahan lama bvttt. harga jg termasuk offerdable dr merk lain.......I never expect jg wanginya ga bikin eneg. kandungan yg organik jg bikin aman buat kulittt wajah dan ga bikin jerawat
Mutiarak1,"Produknya bagus banget sangat menghidrasi kulit, harganya jugaa sangat terjangkau, wanginya enak harum, rekomended untuk segala jenis kulit. Sangat mudah ditemukan dimana saja, cobain guysss,okebanget ,ingridiendsnya bagus"
inaayah,"Produk ini solusi praktis. Desainnya menarik. Bestdeh. mudah dipakai, hasil memuaskan. Performa cukup baik utk sehari-hari. Material terasa oke. Penggunaan awal gampang Secara umum, produk bagus dan layak dicoba buat dipake sama cewe"
tamamazayy66,"Bagus banget banget banget sih bikin lembab banget aku repurchase le berapaaa hatauu lagi dehh, tekstur lembut ga bikin keringgg pokonya mantep is the best bangetttt sini rekomendasi bangettt si buat kaum kaum hawa yang lagi nyari produk"
citrakartinuli824,"Salah satu keunggulan utama gel ini adalah kemampuannya dalam menenangkan kulit yang teriritasi akibat sinar matahari, setelah bercukur, atau setelah eksfoliasi. Banyak pengguna melaporkan bahwa produk ini efektif dalam mengurangi kemerahan dan peradangan, serta mempercepat penyembuhan jerawat ringan. Selain itu, gel ini juga dapat digunakan sebagai pelembap wajah, masker tidur, perawatan rambut, dan bahkan sebagai pelembap tubuh setelah mandi. Namun, perlu diperhatikan bahwa meskipun produk ini memberikan hidrasi yang baik, bagi pemilik kulit sangat kering, gel ini mungkin tidak cukup melembapkan jika digunakan sendiri. Beberapa pengguna juga mencatat bahwa produk ini mengandung alkohol dan parfum, yang dapat menyebabkan iritasi pada kulit sensitif. Oleh karena itu, disarankan untuk melakukan uji coba pada area kecil kulit sebelum penggunaan secara menyeluruh."
